file_path,label
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image438.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image455.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image458.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image456.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image457.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image453.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image454.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image459.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image460.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image461.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image464.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image462.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image466.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image467.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image465.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image463.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image476.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image477.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image472.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image475.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image469.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image471.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image474.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image468.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image470.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image473.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image485.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image479.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image483.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image487.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image486.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image478.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image481.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image489.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image484.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image488.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image482.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image480.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image493.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image494.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image496.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image490.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image495.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image499.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image491.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image497.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image500.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image492.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image498.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image501.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image516.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image507.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image518.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image512.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image514.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image513.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image509.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image515.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image508.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image502.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image503.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image506.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image510.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image511.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image505.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image504.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image517.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image525.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image530.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image526.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image528.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image523.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image519.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image536.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image534.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image532.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image527.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image531.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image533.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image520.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image535.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image522.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image521.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image524.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image529.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image551.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image539.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image541.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image550.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image544.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image542.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image538.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image537.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image553.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image543.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image545.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image547.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image549.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image552.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image540.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image546.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image548.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image554.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image561.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image560.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image556.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image564.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image566.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image563.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image570.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image568.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image558.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image555.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image569.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image562.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image557.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image565.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image559.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image567.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image572.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image578.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image588.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image582.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image584.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image589.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image573.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image586.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image581.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image571.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image580.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image587.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image585.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image579.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image575.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image576.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image574.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image577.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image583.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image596.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image606.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image601.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image590.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image595.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image603.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image597.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image591.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image598.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image599.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image600.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image604.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image609.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image593.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image594.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image608.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image607.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image592.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image605.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image602.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image610.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image615.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image621.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image618.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image619.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image613.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image620.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image614.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image622.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image623.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image612.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image616.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image617.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image611.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image624.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image633.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image629.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image630.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image635.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image628.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image625.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image631.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image639.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image636.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image632.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image627.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image626.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image634.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image637.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image638.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image654.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image657.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image649.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image643.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image642.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image651.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image653.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image641.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image648.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image640.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image655.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image644.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image652.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image647.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image645.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image650.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image656.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image646.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image659.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image660.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image662.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image658.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image671.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image665.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image668.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image661.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image670.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image667.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image673.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image666.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image672.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image664.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image669.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image663.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image686.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image684.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image677.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image687.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image682.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image674.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image685.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image675.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image679.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image680.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image681.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image689.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image683.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image676.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image688.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image678.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image702.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image690.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image704.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image691.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image696.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image698.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image703.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image700.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image693.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image695.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image699.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image692.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image694.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image697.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image701.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image705.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image712.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image713.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image707.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image715.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image718.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image706.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image716.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image721.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image709.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image714.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image719.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image717.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image708.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image722.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image720.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image711.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image710.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image723.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image724.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image731.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image729.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image734.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image736.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image732.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image726.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image733.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image727.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image730.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image739.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image728.jpg,Brown Spot
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image725.jpg,Brown Spot
